Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 32
Encoder layers: 2
Decoder hidden units: 64
Decoder layers: 2
Dropout: 0.1
Trainable parameters: 236,514

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
   66 |   0.7257 |     22.424 |   1.0031 |     31.765 |     0.8
   67 |   0.7187 |     22.072 |   1.0033 |     31.150 |     0.8
   68 |   0.7120 |     21.808 |   0.9987 |     31.550 |     0.9
   69 |   0.7036 |     21.495 |   0.9970 |     31.365 |     0.9
   70 |   0.6964 |     21.380 |   0.9939 |     31.089 |     0.9
   71 |   0.6907 |     20.803 |   0.9932 |     30.904 |     0.9
   72 |   0.6827 |     20.655 |   0.9913 |     31.365 |     0.9
   73 |   0.6791 |     20.671 |   0.9907 |     30.597 |     0.9
   74 |   0.6718 |     20.281 |   0.9934 |     30.996 |     0.9
   75 |   0.6641 |     20.138 |   0.9952 |     30.996 |     0.9
   76 |   0.6603 |     19.985 |   1.0047 |     30.412 |     1.0
   77 |   0.6518 |     19.726 |   0.9885 |     30.474 |     1.0
   78 |   0.6462 |     19.446 |   0.9928 |     30.197 |     1.0
   79 |   0.6401 |     19.188 |   0.9899 |     30.289 |     1.0
   80 |   0.6351 |     19.128 |   0.9955 |     30.197 |     1.0
   81 |   0.6281 |     19.073 |   0.9868 |     29.982 |     1.0
   82 |   0.6231 |     18.600 |   0.9840 |     29.920 |     1.0
   83 |   0.6196 |     18.633 |   0.9873 |     30.012 |     1.0
   84 |   0.6113 |     18.485 |   0.9861 |     30.258 |     1.1
   85 |   0.6054 |     18.326 |   0.9827 |     29.766 |     1.1
   86 |   0.6003 |     18.067 |   0.9905 |     29.736 |     1.1
   87 |   0.5939 |     17.798 |   0.9873 |     29.828 |     1.1
   88 |   0.5880 |     17.683 |   0.9835 |     29.766 |     1.1
   89 |   0.5834 |     17.469 |   0.9796 |     29.859 |     1.1
   90 |   0.5774 |     17.139 |   0.9972 |     29.705 |     1.1
   91 |   0.5748 |     17.211 |   0.9870 |     29.705 |     1.1
   92 |   0.5683 |     17.167 |   0.9889 |     29.582 |     1.2
   93 |   0.5634 |     16.842 |   0.9790 |     29.213 |     1.2
   94 |   0.5584 |     16.782 |   0.9787 |     29.336 |     1.2
   95 |   0.5552 |     16.749 |   0.9835 |     29.397 |     1.2
   96 |   0.5487 |     16.496 |   0.9908 |     28.905 |     1.2
   97 |   0.5433 |     16.343 |   0.9769 |     29.336 |     1.2
   98 |   0.5404 |     16.145 |   0.9792 |     29.397 |     1.2
   99 |   0.5348 |     15.854 |   0.9826 |     29.244 |     1.2
  100 |   0.5302 |     15.694 |   1.0007 |     28.998 |     1.3
  101 |   0.5257 |     15.722 |   0.9839 |     28.936 |     1.3
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 64
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 32
Encoder layers: 4
Decoder hidden units: 128
Decoder layers: 3
Dropout: 0.2
Trainable parameters: 700,770

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   3.2659 |     84.454 |   2.7717 |     83.333 |     0.0
    2 |   2.4955 |     65.898 |   2.2483 |     59.317 |     0.0
    3 |   2.1200 |     56.817 |   2.0040 |     55.228 |     0.1
    4 |   1.9372 |     54.345 |   1.8612 |     49.416 |     0.1
    5 |   1.8028 |     49.484 |   1.7413 |     49.385 |     0.1
    6 |   1.6895 |     48.753 |   1.6457 |     49.385 |     0.1
    7 |   1.6053 |     47.490 |   1.5782 |     47.202 |     0.2
    8 |   1.5484 |     46.177 |   1.5330 |     47.202 |     0.2
    9 |   1.5085 |     46.210 |   1.5010 |     47.202 |     0.2
   10 |   1.4791 |     46.138 |   1.4761 |     47.202 |     0.2
   11 |   1.4573 |     46.193 |   1.4576 |     47.202 |     0.3
   12 |   1.4377 |     46.182 |   1.4377 |     47.202 |     0.3
   13 |   1.4203 |     46.292 |   1.4236 |     47.202 |     0.3
   14 |   1.4050 |     46.160 |   1.4141 |     47.171 |     0.3
   15 |   1.3923 |     45.990 |   1.3998 |     47.017 |     0.3
   16 |   1.3805 |     45.743 |   1.3924 |     45.818 |     0.4
   17 |   1.3695 |     45.578 |   1.3803 |     45.572 |     0.4
   18 |   1.3589 |     45.380 |   1.3710 |     46.002 |     0.4
   19 |   1.3505 |     45.160 |   1.3636 |     46.064 |     0.4
   20 |   1.3393 |     44.858 |   1.3551 |     46.125 |     0.5
   21 |   1.3314 |     44.617 |   1.3480 |     45.941 |     0.5
   22 |   1.3220 |     44.523 |   1.3459 |     45.818 |     0.5
   23 |   1.3123 |     44.347 |   1.3354 |     45.111 |     0.5
   24 |   1.3024 |     44.139 |   1.3238 |     45.234 |     0.5
   25 |   1.2921 |     43.771 |   1.3219 |     45.264 |     0.6
   26 |   1.2812 |     43.479 |   1.3098 |     44.680 |     0.6
   27 |   1.2724 |     42.980 |   1.3006 |     43.850 |     0.6
   28 |   1.2603 |     42.414 |   1.2939 |     43.389 |     0.6
   29 |   1.2490 |     41.788 |   1.2857 |     43.327 |     0.7
   30 |   1.2393 |     41.260 |   1.2750 |     42.558 |     0.7
   31 |   1.2264 |     40.584 |   1.2712 |     42.651 |     0.7
   32 |   1.2167 |     40.255 |   1.2602 |     42.220 |     0.7
   33 |   1.2038 |     39.843 |   1.2543 |     42.066 |     0.7
   34 |   1.1945 |     39.590 |   1.2464 |     42.220 |     0.8
   35 |   1.1843 |     39.365 |   1.2380 |     42.312 |     0.8
   36 |   1.1718 |     38.942 |   1.2342 |     41.667 |     0.8
   37 |   1.1663 |     38.799 |   1.2239 |     41.697 |     0.8
   38 |   1.1547 |     38.442 |   1.2185 |     41.790 |     0.9
   39 |   1.1456 |     38.123 |   1.2178 |     41.728 |     0.9
   40 |   1.1375 |     37.810 |   1.2130 |     41.205 |     0.9
   41 |   1.1303 |     37.651 |   1.1988 |     41.205 |     0.9
   42 |   1.1215 |     37.547 |   1.1986 |     41.052 |     0.9
   43 |   1.1106 |     37.091 |   1.1928 |     40.836 |     1.0
   44 |   1.1028 |     36.701 |   1.1949 |     41.021 |     1.0
   45 |   1.0945 |     36.465 |   1.1927 |     40.467 |     1.0
   46 |   1.0876 |     36.184 |   1.1837 |     40.375 |     1.0
   47 |   1.0771 |     35.635 |   1.1787 |     40.068 |     1.1
   48 |   1.0691 |     35.542 |   1.1751 |     39.883 |     1.1
   49 |   1.0594 |     35.272 |   1.1761 |     39.514 |     1.1
   50 |   1.0565 |     34.959 |   1.1765 |     39.883 |     1.1
   51 |   1.0453 |     34.476 |   1.1575 |     39.391 |     1.1
   52 |   1.0380 |     34.306 |   1.1560 |     38.899 |     1.2
   53 |   1.0262 |     34.152 |   1.1537 |     39.453 |     1.2
   54 |   1.0207 |     33.553 |   1.1553 |     38.868 |     1.2
   55 |   1.0118 |     33.196 |   1.1429 |     38.499 |     1.2
   56 |   1.0017 |     32.729 |   1.1381 |     38.930 |     1.3
   57 |   0.9955 |     32.811 |   1.1347 |     38.130 |     1.3
   58 |   0.9861 |     32.081 |   1.1296 |     37.700 |     1.3
   59 |   0.9794 |     32.125 |   1.1276 |     37.546 |     1.3
   60 |   0.9717 |     31.597 |   1.1231 |     36.900 |     1.3
   61 |   0.9609 |     31.196 |   1.1178 |     37.116 |     1.4
   62 |   0.9532 |     31.180 |   1.1205 |     37.023 |     1.4
   63 |   0.9455 |     30.730 |   1.1138 |     37.085 |     1.4
   64 |   0.9381 |     30.433 |   1.1104 |     36.777 |     1.4
   65 |   0.9327 |     30.279 |   1.1073 |     36.900 |     1.5
   66 |   0.9255 |     29.949 |   1.1086 |     36.378 |     1.5
   67 |   0.9160 |     29.774 |   1.1104 |     36.347 |     1.5
   68 |   0.9071 |     29.246 |   1.1033 |     36.285 |     1.5
   69 |   0.9049 |     29.345 |   1.1078 |     36.439 |     1.5
   70 |   0.8961 |     29.131 |   1.0989 |     36.255 |     1.6
   71 |   0.8886 |     28.818 |   1.0930 |     35.547 |     1.6
   72 |   0.8803 |     28.532 |   1.0980 |     36.101 |     1.6
   73 |   0.8755 |     28.362 |   1.0980 |     35.793 |     1.6
   74 |   0.8654 |     28.032 |   1.0911 |     35.271 |     1.7
   75 |   0.8594 |     27.758 |   1.0827 |     35.209 |     1.7
   76 |   0.8549 |     27.538 |   1.0836 |     35.025 |     1.7
   77 |   0.8462 |     27.593 |   1.0819 |     35.025 |     1.7
   78 |   0.8418 |     27.104 |   1.0884 |     35.055 |     1.7
   79 |   0.8332 |     26.681 |   1.0837 |     35.086 |     1.8
   80 |   0.8294 |     26.719 |   1.0767 |     35.086 |     1.8
   81 |   0.8186 |     26.225 |   1.0784 |     34.779 |     1.8
   82 |   0.8134 |     26.307 |   1.0776 |     34.471 |     1.8
   83 |   0.8121 |     26.099 |   1.0701 |     34.317 |     1.8
   84 |   0.8011 |     25.731 |   1.0860 |     34.133 |     1.9
   85 |   0.7975 |     25.505 |   1.0777 |     33.764 |     1.9
   86 |   0.7900 |     25.236 |   1.0763 |     33.948 |     1.9
   87 |   0.7834 |     25.170 |   1.0718 |     33.918 |     1.9
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 128
Encoder hidden units: 128
Encoder layers: 3
Decoder hidden units: 64
Decoder layers: 2
Dropout: 0.1
Trainable parameters: 1,832,354

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   2.5171 |     66.370 |   2.0340 |     58.118 |     0.1
    2 |   1.8035 |     50.879 |   1.6157 |     47.202 |     0.1
    3 |   1.5215 |     46.100 |   1.4770 |     47.263 |     0.2
    4 |   1.4318 |     45.737 |   1.4157 |     46.587 |     0.2
    5 |   1.3829 |     44.540 |   1.3687 |     45.111 |     0.3
    6 |   1.3395 |     43.496 |   1.3373 |     44.157 |     0.4
    7 |   1.3054 |     42.639 |   1.3111 |     43.296 |     0.4
    8 |   1.2728 |     41.678 |   1.2914 |     42.589 |     0.5
    9 |   1.2543 |     41.084 |   1.2729 |     42.005 |     0.5
   10 |   1.2313 |     39.909 |   1.2609 |     41.298 |     0.6
   11 |   1.1991 |     38.810 |   1.2241 |     39.914 |     0.7
   12 |   1.1807 |     38.689 |   1.2300 |     40.283 |     0.7
   13 |   1.1596 |     38.244 |   1.1932 |     39.299 |     0.8
   14 |   1.1257 |     37.327 |   1.1861 |     38.653 |     0.9
   15 |   1.1031 |     36.223 |   1.1670 |     38.192 |     0.9
   16 |   1.0742 |     35.135 |   1.1521 |     37.977 |     1.0
   17 |   1.0542 |     34.806 |   1.1494 |     38.007 |     1.0
   18 |   1.0304 |     33.784 |   1.1257 |     36.408 |     1.1
   19 |   1.0095 |     33.185 |   1.1099 |     35.732 |     1.2
   20 |   0.9905 |     32.377 |   1.0944 |     35.609 |     1.2
   21 |   0.9658 |     31.740 |   1.1024 |     35.670 |     1.3
   22 |   0.9492 |     31.312 |   1.0822 |     35.609 |     1.3
   23 |   0.9293 |     30.614 |   1.0562 |     33.979 |     1.4
   24 |   0.9052 |     29.389 |   1.0628 |     34.779 |     1.5
   25 |   0.8899 |     29.461 |   1.0666 |     35.178 |     1.5
   26 |   0.8790 |     29.071 |   1.0735 |     34.686 |     1.6
   27 |   0.8709 |     28.483 |   1.0432 |     33.672 |     1.6
   28 |   0.8501 |     28.219 |   1.0432 |     34.133 |     1.7
   29 |   0.8494 |     28.131 |   1.0397 |     34.010 |     1.8
   30 |   0.8343 |     27.554 |   1.0211 |     32.995 |     1.8
   31 |   0.8074 |     27.060 |   1.0251 |     33.518 |     1.9
   32 |   0.7906 |     26.121 |   1.0113 |     32.411 |     2.0
   33 |   0.7689 |     25.313 |   1.0018 |     32.626 |     2.0
   34 |   0.7564 |     25.313 |   1.0078 |     33.087 |     2.1
   35 |   0.7494 |     24.824 |   1.0241 |     32.872 |     2.1
   36 |   0.7396 |     24.253 |   0.9858 |     31.581 |     2.2
   37 |   0.7423 |     24.769 |   0.9939 |     31.888 |     2.3
   38 |   0.7211 |     23.907 |   1.0094 |     32.749 |     2.3
   39 |   0.7021 |     23.462 |   1.0113 |     31.273 |     2.4
   40 |   0.6899 |     22.935 |   0.9955 |     31.089 |     2.4
   41 |   0.6849 |     22.902 |   0.9825 |     30.750 |     2.5
   42 |   0.6709 |     22.308 |   1.0115 |     32.103 |     2.6
   43 |   0.6744 |     22.984 |   1.0403 |     33.579 |     2.6
   44 |   0.6760 |     22.913 |   0.9997 |     31.027 |     2.7
   45 |   0.6478 |     21.495 |   0.9987 |     31.119 |     2.7
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 128
Encoder layers: 4
Decoder hidden units: 64
Decoder layers: 2
Dropout: 0.2
Trainable parameters: 2,502,050

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   2.4936 |     66.809 |   2.0418 |     59.317 |     0.1
    2 |   1.8156 |     51.637 |   1.6188 |     47.202 |     0.2
    3 |   1.5163 |     46.177 |   1.4682 |     47.232 |     0.2
    4 |   1.4333 |     45.897 |   1.4241 |     46.556 |     0.3
    5 |   1.3989 |     44.963 |   1.3970 |     46.125 |     0.4
    6 |   1.3684 |     44.221 |   1.3666 |     45.326 |     0.5
    7 |   1.3449 |     43.798 |   1.3595 |     45.234 |     0.6
    8 |   1.3266 |     43.699 |   1.3378 |     44.680 |     0.7
    9 |   1.3073 |     42.952 |   1.3137 |     43.819 |     0.7
   10 |   1.2996 |     42.798 |   1.3079 |     44.127 |     0.8
   11 |   1.2790 |     42.441 |   1.3045 |     44.127 |     0.9
   12 |   1.2612 |     41.755 |   1.2901 |     43.542 |     1.0
   13 |   1.2483 |     41.205 |   1.2874 |     42.374 |     1.1
   14 |   1.2368 |     40.947 |   1.2644 |     42.128 |     1.1
   15 |   1.2152 |     40.595 |   1.2464 |     42.220 |     1.2
   16 |   1.2072 |     40.183 |   1.2358 |     41.082 |     1.3
   17 |   1.1913 |     39.563 |   1.2297 |     41.267 |     1.4
   18 |   1.1862 |     39.052 |   1.2207 |     40.959 |     1.5
   19 |   1.1715 |     38.882 |   1.2054 |     40.006 |     1.6
   20 |   1.1566 |     38.470 |   1.2063 |     39.545 |     1.6
   21 |   1.1426 |     38.041 |   1.1905 |     38.807 |     1.7
   22 |   1.1336 |     37.739 |   1.1932 |     40.098 |     1.8
   23 |   1.1236 |     37.354 |   1.1961 |     39.053 |     1.9
   24 |   1.1153 |     37.190 |   1.1782 |     38.899 |     2.0
   25 |   1.1091 |     36.866 |   1.1654 |     38.130 |     2.0
   26 |   1.0949 |     36.432 |   1.1521 |     37.700 |     2.1
   27 |   1.0796 |     35.855 |   1.1541 |     38.438 |     2.2
   28 |   1.0686 |     35.415 |   1.1421 |     38.376 |     2.3
   29 |   1.0657 |     35.679 |   1.1452 |     38.715 |     2.4
   30 |   1.0505 |     34.937 |   1.1510 |     38.407 |     2.5
   31 |   1.0341 |     34.108 |   1.1424 |     38.007 |     2.5
   32 |   1.0299 |     34.201 |   1.1207 |     37.700 |     2.6
   33 |   1.0244 |     33.971 |   1.1251 |     37.269 |     2.7
   34 |   1.0164 |     33.861 |   1.1304 |     38.284 |     2.8
   35 |   1.0051 |     33.751 |   1.1173 |     37.269 |     2.9
   36 |   0.9936 |     33.311 |   1.1093 |     36.808 |     2.9
   37 |   0.9789 |     33.081 |   1.0957 |     36.562 |     3.0
   38 |   0.9681 |     32.833 |   1.1057 |     36.593 |     3.1
   39 |   0.9616 |     32.284 |   1.0971 |     36.900 |     3.2
   40 |   0.9537 |     32.257 |   1.0807 |     36.255 |     3.3
   41 |   0.9529 |     32.119 |   1.1018 |     36.501 |     3.4
   42 |   0.9585 |     32.872 |   1.0872 |     35.363 |     3.4
   43 |   0.9648 |     32.691 |   1.1027 |     35.947 |     3.5
   44 |   0.9404 |     31.998 |   1.0758 |     36.347 |     3.6
   45 |   0.9119 |     30.598 |   1.0593 |     35.609 |     3.7
   46 |   0.9206 |     30.977 |   1.0964 |     36.070 |     3.8
   47 |   0.9196 |     31.043 |   1.0843 |     35.578 |     3.8
   48 |   0.9019 |     30.642 |   1.0782 |     35.240 |     3.9
   49 |   0.8946 |     30.307 |   1.0766 |     36.132 |     4.0
   50 |   0.8807 |     29.823 |   1.0561 |     35.178 |     4.1
   51 |   0.8651 |     29.356 |   1.0590 |     35.271 |     4.2
   52 |   0.8660 |     29.147 |   1.0553 |     35.148 |     4.3
   53 |   0.8696 |     29.340 |   1.0414 |     34.348 |     4.3
   54 |   0.8528 |     28.812 |   1.0662 |     35.732 |     4.4
   55 |   0.8488 |     28.994 |   1.0559 |     34.563 |     4.5
   56 |   0.8402 |     28.532 |   1.0502 |     35.086 |     4.6
   57 |   0.8280 |     28.126 |   1.0453 |     34.194 |     4.7
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 64
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 64
Encoder layers: 2
Decoder hidden units: 64
Decoder layers: 2
Dropout: 0.1
Trainable parameters: 434,402

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   3.3345 |     78.719 |   3.0399 |     79.213 |     0.0
    2 |   2.7339 |     66.090 |   2.5467 |     60.670 |     0.0
    3 |   2.4361 |     59.130 |   2.3460 |     59.041 |     0.0
    4 |   2.2774 |     58.322 |   2.2162 |     58.918 |     0.1
    5 |   2.1629 |     57.317 |   2.1151 |     57.288 |     0.1
    6 |   2.0685 |     56.246 |   2.0332 |     54.705 |     0.1
    7 |   1.9855 |     54.697 |   1.9534 |     53.413 |     0.1
    8 |   1.9072 |     50.352 |   1.8775 |     49.293 |     0.1
    9 |   1.8350 |     48.671 |   1.8094 |     49.016 |     0.2
   10 |   1.7685 |     48.374 |   1.7484 |     48.893 |     0.2
   11 |   1.7084 |     48.297 |   1.6931 |     48.954 |     0.2
   12 |   1.6565 |     48.220 |   1.6473 |     49.077 |     0.2
   13 |   1.6133 |     46.611 |   1.6065 |     46.863 |     0.2
   14 |   1.5734 |     45.858 |   1.5723 |     46.925 |     0.2
   15 |   1.5403 |     45.864 |   1.5415 |     47.017 |     0.3
   16 |   1.5116 |     45.853 |   1.5174 |     46.894 |     0.3
   17 |   1.4862 |     45.913 |   1.4941 |     46.894 |     0.3
   18 |   1.4645 |     45.880 |   1.4736 |     47.017 |     0.3
   19 |   1.4451 |     45.765 |   1.4601 |     46.863 |     0.3
   20 |   1.4271 |     45.660 |   1.4422 |     46.710 |     0.3
   21 |   1.4108 |     45.386 |   1.4274 |     46.648 |     0.4
   22 |   1.3953 |     45.133 |   1.4166 |     46.556 |     0.4
   23 |   1.3824 |     45.056 |   1.4053 |     46.156 |     0.4
   24 |   1.3700 |     44.600 |   1.3941 |     46.156 |     0.4
   25 |   1.3576 |     44.287 |   1.3843 |     46.125 |     0.4
   26 |   1.3442 |     43.968 |   1.3748 |     44.926 |     0.4
   27 |   1.3337 |     43.468 |   1.3674 |     44.342 |     0.5
   28 |   1.3226 |     42.815 |   1.3610 |     44.895 |     0.5
   29 |   1.3123 |     42.441 |   1.3513 |     43.788 |     0.5
   30 |   1.3028 |     41.689 |   1.3442 |     43.081 |     0.5
   31 |   1.2934 |     41.529 |   1.3365 |     43.173 |     0.5
   32 |   1.2823 |     40.766 |   1.3323 |     42.497 |     0.5
